epoch;acc;loss;val_acc;val_loss
0;0.5091666666666667;0.9015750392278036;0.9433333333333334;0.517733283440272
1;0.9166666666666666;0.4729365348815918;0.7999999992052714;0.5476577313741048
2;0.9483333333333334;0.42123297572135926;0.953333334128062;0.43792808771133424
3;0.9416666666666667;0.4184713435173035;0.9066666666666666;0.5039934730529785
4;0.935;0.41843346039454143;0.9199999992052714;0.37264293591181435
5;0.9566666666666667;0.3996858803431193;0.9266666666666666;0.3580558609962463
6;0.9441666666666667;0.3862648038069407;0.9800000007947286;0.34236680865287783
7;0.9616666666666667;0.33236830989519756;0.98;0.30044866462548575
