epoch;acc;loss;val_acc;val_loss
0;0.9233333333333333;0.42007615764935813;0.9633333333333334;0.3474636095762253
1;0.96;0.33094335238138833;0.9766666666666667;0.28196277141571047
2;0.9583333333333334;0.3074041187763214;0.9766666666666667;0.27721626122792564
3;0.9708333333333333;0.2800742300351461;0.9866666666666667;0.2657207983732224
4;0.9775;0.2633501625061035;0.9866666666666667;0.2593939210971197
5;0.985;0.2396982055902481;0.9733333333333334;0.27339281857013703
6;0.9816666666666667;0.2258540693918864;0.98;0.22717776318391164
7;0.9891666666666666;0.20771937270959218;0.9866666674613953;0.2197147464752197
